Q7187 gene
Q18559091 administrative-territorial-entity-of-Prussia
Q18558262 lymph-node-disease
Q18558240 peripheral-vertigo
Q18558229 hypersensitivity-vasculitis
Q18558211 pelvic-varices
Q18558207 eustachian-tube-disease
Q18558150 ethmoid-sinusitis
Q18558108 type-2-diabetes-mellitus
Q18558093 myopathy-of-extraocular-muscle
Q18558062 sebaceous-gland-disease
Q18558033 primary-thrombocytopenia
Q18557977 gum-cancer
Q18557972 lichen-disease
Q18557971 lip-cancer
Q18557969 chronic-ulcer-of-skin
Q18557960 acute-pulmonary-heart-disease
Q18557940 postgastrectomy-syndrome
Q18557760 ocular-hypotension
Q18557759 mite-infestation
Q18557753 laryngeal-disease
Q18557655 pancreatic-intraductal-papillary-mucinous-neoplasm
Q18557654 pancreatic-intraductal-papillary-colloid-carcinoma
Q18557630 breast-myoepitheliosis
Q18557568 female-urethral-cancer
Q18557525 pancreatic-colloid-cystadenocarcinoma
Q18557477 splenic-manifestation-of-leukemia
Q18557464 mature-B-cell-neoplasm
Q18557452 uveal-epithelioid-cell-melanoma
Q18557432 malignant-iris-melanoma
Q18557424 acute-inflammation-of-lacrimal-passage
Q18557416 sphenoidal-sinus-neoplasm
Q18557394 embryonal-cancer
Q18557384 pineal-region-teratoma
Q18557364 vagina-botryoid-rhabdomyosarcoma
Q18557351 bilateral-breast-cancer
Q18557343 spleen-cancer
Q18557283 plasma-cell-neoplasm
Q18557277 mixed-cell-uveal-melanoma
Q18557275 clivus-meningioma
Q18557252 large-intestine-lipoma
Q18557229 CLL/SLL
Q18557193 chromophil-adenoma-of-the-kidney
Q18557187 ovarian-biphasic-or-triphasic-teratoma
Q18557185 childhood-teratoma-of-the-ovary
Q18557182 articular-cartilage-disease
Q18557168 cornea-cancer
Q18557163 ovarian-small-cell-carcinoma
Q18557160 ovarian-carcinosarcoma
Q18557144 cerebral-convexity-meningioma
Q18557131 malignant-leptomeningeal-tumor
Q18557130 meningeal-melanoma
Q18557121 pediatric-germ-cell-cancer
Q18557108 selective-immunoglobulin-deficiency-disease
Q18557103 central-nervous-system-immature-teratoma
Q18557101 central-nervous-system-mature-teratoma
Q18557099 adult-central-nervous-system-teratoma
Q18557081 renal-pelvis-transitional-cell-carcinoma
Q18557067 uterine-corpus-leiomyomatosis
Q18556993 malignant-mesenchymoma
Q18556943 visual-cortex-disease
Q18556938 embryonal-testis-carcinoma
Q18556919 rete-testis-neoplasm
Q18556902 third-cranial-nerve-disease
Q18556893 precursor-lymphoblastic-lymphoma/leukemia
Q18556891 precursor-T-lymphoblastic-lymphoma/leukemia
Q18556861 choriocarcinoma-of-the-testis
Q18556809 cystadenofibroma
Q18556800 biliary-papillomatosis
Q18556799 conjunctival-cancer
Q18556788 urinary-tract-papillary-transitional-cell-benign-neoplasm
Q18556787 bladder-papillary-transitional-cell-neoplasm
Q18556769 ophthalmoplegia
Q18556767 lung-adenoma
Q18556764 bile-duct-cystadenoma
Q18556762 bile-duct-adenoma
Q18556759 hair-follicle-neoplasm
Q18556749 testicular-non-seminomatous-germ-cell-cancer
Q18556742 testicular-granulosa-cell-tumor
Q18556740 thymus-gland-disease
Q18556721 uterus-leiomyosarcoma
Q18556709 malignant-dermis-tumor
Q18556707 small-intestinal-sarcoma
Q18556698 colon-sarcoma
Q18556683 chronic-polyneuropathy
Q18556670 nodular-ganglioneuroblastoma
Q18556665 scrotum-neoplasm
Q18556656 uterine-corpus-sarcoma
Q18556644 large-bowel-leiomyoma
Q18556640 leiomyomatosis
Q18556613 liver-cirrhosis
Q18556610 malignant-ependymoma
Q18556606 rhabdoid-meningioma
Q18556529 rete-ovarii-neoplasm
Q18556527 middle-ear-carcinoma
Q18556502 cerebellar-astrocytoma
Q18556496 vascular-hemostatic-disease
Q18556472 congenital-mesoblastic-nephroma
Q18556467 breast-hemangioma
Q18556450 foramen-magnum-meningioma
Q18556438 nerve-plexus-neoplasm
Q18556397 biliary-tract-cancer
Q18556396 bile-duct-cancer
Q18556380 anus-neoplasm
Q18556342 chromophobe-adenocarcinoma
Q18556327 central-nervous-system-germinoma
Q18556325 anterior-cranial-fossa-meningioma
Q18556318 malignant-adenofibroma
Q18556266 external-ear-carcinoma
Q18556241 extraosseous-Ewing's-sarcoma
Q18556238 congenital-structural-myopathy
Q18556233 clear-cell-meningioma
Q18556223 intracranial-thrombosis
Q18556211 gastrointestinal-neuroendocrine-benign-tumor
Q18556205 common-bile-duct-disease
Q18556198 cervical-carcinosarcoma
Q18556187 duodenal-disease
Q18556184 anus-sarcoma
Q18556181 bile-duct-sarcoma
Q18556176 gallbladder-sarcoma
Q18556167 skeletal-muscle-cancer
Q18556137 extrinsic-cardiomyopathy
Q18556130 follicular-thyroid-carcinoma
Q18556112 lung-squamous-cell-carcinoma
Q18556080 cranial-nerve-palsy
Q18556059 esophagus-squamous-cell-carcinoma
Q18556055 bladder-squamous-cell-carcinoma
Q18556052 nutrition-disease
Q18556013 olfactory-nerve-neoplasm
Q18555996 breast-mucinous-carcinoma
Q18555979 duodenal-obstruction
Q18555953 extrahepatic-bile-duct-adenocarcinoma
Q18555944 brain-infarction
Q185557 excretion
Q18555401 peripheral-osteosarcoma
Q18555393 pediatric-osteosarcoma
Q18555392 multifocal-osteogenic-sarcoma
Q18555385 xanthomatosis
Q18555378 gangliosidosis-GM2
Q18555374 perivascular-tumor
Q18555355 orbit-rhabdomyosarcoma
Q18555349 pleomorphic-rhabdomyosarcoma
Q18555297 hepatobiliary-disease
Q18555296 hepatobiliary-benign-neoplasm
Q18555283 gingival-overgrowth
Q18555271 acute-kidney-failure
Q18555268 intraductal-breast-neoplasm
Q18555262 breast-myoepithelial-neoplasm
Q18555261 nipple-neoplasm
Q18555244 hyperimmunoglobulin-syndrome
Q18555240 lacrimal-gland-cancer
Q18555236 lacrimal-system-cancer
Q18555224 larynx-sarcoma
Q18555218 long-QT-syndrome
Q18555200 cerebellar-disease
Q18555177 pyelitis
Q18555170 synovium-cancer
Q18555163 renal-adenoma
Q18555152 mesenchymoma
Q18555117 opiate-dependence
Q18555116 chondromalacia
Q18555105 intracranial-structure-hemangioma
Q18555096 phosphorus-metabolism-disease
Q18555080 dermis-tumor
Q18555079 glomangioma
Q18555068 renal-artery-disease
Q18555067 pupil-disease
Q18555062 iron-metabolism-disease
Q18555035 perichondritis-of-auricle
Q18554984 vulvar-glandular-tumor
Q18554980 vulvar-squamous-tumor
Q18554978 Bartholin's-gland-neoplasm
Q18554971 maxillary-sinusitis
Q18554962 otosalpingitis
Q18554959 rectum-adenocarcinoma
Q18554953 focal-chorioretinitis
Q18554947 fallopian-tube-disease
Q18554922 jaw-cancer
Q18554915 neuritis
Q18554907 tumor-of-exocrine-pancreas
Q18554902 pituitary-cancer
Q18554898 cardiovascular-cancer
Q18554893 ocular-melanoma
Q18554887 duodenal-benign-neoplasm
Q18554879 steroid-inherited-metabolic-disorder
Q18554877 musculoskeletal-system-disease
Q18554875 chronic-cystitis
Q18554858 breast-papillomatosis
Q18554838 hypersensitivity-reaction-type-III-disease
Q18554830 cecum-cancer
Q18554651 chronic-orbital-inflammation
Q18554603 anterior-scleritis
Q18554559 frontal-sinus-neoplasm
Q18554553 maxillary-sinus-neoplasm
Q18554536 paranasal-sinus-disease
Q18554530 jejunal-cancer
Q18554524 supraglottis-cancer
Q18554477 bronchus-cancer
Q18554355 pyloric-stenosis
Q18554349 urethral-obstruction
Q18554346 phacogenic-glaucoma
Q18554306 endocrine-exophthalmos
Q18554296 chronic-pulmonary-heart-disease
Q18554206 ureteral-benign-neoplasm
Q18554177 protein-energy-malnutrition
Q18554139 conjunctival-deposit
Q18554118 pericardium-cancer
Q18554095 autonomic-neuropathy
Q18554032 parathyroid-gland-disease
Q18554015 esophagus-sarcoma
Q18554012 prostatic-hypertrophy
Q18554003 chorioretinal-scar
Q18553990 lens-disease
Q18553985 acute-salpingitis
Q18553984 salpingo-oophoritis
Q18553979 cholesteatoma-of-middle-ear
Q18553949 malignant-hypertension
Q18553938 sphenoid-sinusitis
Q18553935 frontal-sinusitis
Q18553892 calcium-metabolism-disease
Q18553869 legionellosis
Q18553858 gonococcal-seminal-vesiculitis
Q18553848 breast-fibrocystic-disease
Q18553833 familial-periodic-paralysis
Q18553790 dry-eye-syndrome
Q18553772 endometrial-disease
Q18553741 bone-resorption-disease
Q18553738 bone-deterioration-disease
Q18553737 bone-development-disease
Q18553735 muscular-disease
Q18553700 survival-motor-neuron-spinal-muscular-atrophy
Q18553674 sensory-system-cancer
Q18553659 musculoskeletal-system-cancer
Q18553658 musculoskeletal-system-benign-neoplasm
Q18553653 immune-system-organ-benign-neoplasm
Q18553649 vestibular-gland-benign-neoplasm
Q18553633 benign-neoplasm
Q18553621 autoimmune-disease-of-blood
Q18553619 writing-disorder
Q18553612 developmental-disorder-of-mental-health
Q18553611 intrinsic-cardiomyopathy
Q18553608 autoimmune-disease-of-gastrointestinal-tract
Q18553549 salivary-gland-carcinoma
Q18553536 syndromic-intellectual-disability
Q18553502 pericardium-disease
Q18553499 endocardium-disease
Q18553495 adnexa-disease
Q18553434 vitamin-B12-deficiency
Q18553423 vitamin-metabolic-disorder
Q18553416 variable-age-at-onset-electroclinical-syndrome
Q18553331 abdominal-tuberculosis
Q18553316 2-hydroxyglutaric-aciduria
Q18553312 orofacial-cleft
Q18553219 sensory-system-disease
Q18553214 systemic-mycosis
Q18553212 cutaneous-mycosis
Q18552386 Cessna-402C
Q18550968 disease-of-metabolism
Q185451 strategy
Q18544928 cue-sports-player
Q18536142 piston-trainer
Q18536139 side-by-side-trainer
Q185359 0
Q18534723 twin-jet-cargo-transport
Q18534566 endocrinologist
Q18534542 restaurant-chain
Q18534 metaphor
Q18533645 spacecraft-in-Star-Trek
Q1852682 Vickers-Vildebeest
Q18524262 0
Q18524027 Member-of-the-Senate-of-Canada
Q18520461 BFC-Hawk
Q1851760 victim
Q18515554 member-of-the-Swiss-Federal-Assembly
Q185148 interval
Q18510489 comedy-group
Q18508186 Siemens-Schuckert-D
Q18507605 F9F
Q185029 first-person-shooter
Q184872 recreation
Q18486913 Hong-Qi
Q184840 smuggling
Q184824 pointing-device
Q184753 0
Q184748 codec
Q184743 periodic-function
Q184625 decagon
Q184613 grenade-launcher
Q184550 mechanical-energy
Q1845 0
Q18447664 agricultural-process
Q184358 reef
Q184348 elliptical-galaxy
Q18421181 0
Q184199 automation
Q184158 cluster-bomb
Q184148 plug-in
Q1841 Catholicism
Q18407944 flap
Q18398645 types-of-towns-and-cities-in-Russia
Q183984 futures-contract
Q18396737 preserved-fish
Q183945 record-producer
Q18394483 ward
Q183635 0
Q18361829 coronary-artery
Q18361459 cardioverter
Q183548 voyeurism
Q18347159 gridiron-football-field
Q18346422 compression-algorithm
Q18336849 0
Q18328106 Religion-related-awards
Q18327525 0
Q183039 form-of-state
Q182956 portrait-photography
Q18281 0
Q1826459 linear-space
Q18229246 HS-125-Series-400
Q18227834 administrative-territorial-entity-of-the-NKAO
Q182274 0
Q18212432 shcherbakovite-mineral-group
Q18205353 audio-coding-format
Q18203822 sarcopside-mineral-group
Q181876 0
Q181860 cruise-missile
Q1818526 Toyota-ist
Q1818307 0
Q18182641 0
Q18177152 lintisite-mineral-group
Q18175633 sport-action
Q18175357 0
Q18168614 propulsion
Q181658 parallelepiped
Q1814078 Bodish-languages
Q1813494 0
Q181348 viaduct
Q18130894 0
Q18119757 invention
Q181043 dissident
Q181032 neurosis
Q180953 metric-space
Q18086896 Egyptian-Revival
Q1808230 Super-Electra
Q18070936 zinc-mineral-group
Q18070145 CP-121-Tracker
Q18061983 heptagrammic-antiprism
Q18061950 heptagrammic-prism
Q18061311 icosagram
Q18061306 octadecagram
Q18061078 tetradecagram
Q1805453 0
Q180502 0
Q18049532 VO-540
Q18043391 0
Q1802963 mansion
Q180268 0
Q1802419 regional-government
Q18016340 0
Q180160 metadata
Q18015710 EMB-810-Seneca
Q18014460 historic-place-of-New-Brunswick
Q18012866 JT4
Q18012864 JT3
Q18012345 0
Q18011180 elongated-cupolarotunda
Q18011179 cupolarotunda
Q18011158 elongated-birotunda
Q180087 night-fighter
Q18008242 0
Q18005247 0
Q1799956 ladin
Q179875 debate
Q179807 0
Q17977112 toplessness
Q1797381 coastal-trading-vessel
Q179723 0
Q179687 cross-country-skiing
Q179518 0
Q17951 jargon
Q179310 0
Q1792571 art-prize
Q179248 0
Q179246 kayak
Q179222 income-tax
Q1791476 Kuliak-languages
Q17912683 aerial-bombing
Q17912412 NA-16-3
Q179076 exchange
Q17906679 NA-16-1
Q1790480 translators-and-interpreters
Q1789745 Yoruboid-languages
Q178859 antimicrobial
Q178844 felony
Q178712 state-or-territory-of-Australia
Q1786953 Seminoma
Q1786513 Craniopharyngioma
Q1786017 engine-fuel-system
Q1785838 gun-camera
Q1785071 fort
Q178476 monetary-policy
Q1783902 Meyer-locomotive
Q1783592 deep-submergence-rescue-vehicle
Q1783121 organic-matter
Q1782964 0
Q178224 0
Q1781297 0
Q178069 0
Q1780509 communication-device
Q1780466 description
Q178032 electromagnet
Q1779759 0
Q1779527 Studentenverbindung
Q177923 auction
Q1778968 compartment-syndrome
Q177895 astigmatism
Q1777138 race-track
Q17768966 capture
Q177646 subset
Q177234 mainframe-computer
Q1771656 mintaqah
Q176849 0
Q176737 0
Q176623 random-variable
Q176452 finite-state-machine
Q176440 hose
Q1764062 0
Q1763527 constituent-country
Q1761350 0
Q1759837 lifting-body
Q1759167 study
Q1758924 tensor-field
Q17587988 symmetry-of-music
Q1758791 0
Q17586681 decorative-knot
Q17584314 0
Q17584242 creative-drawing
Q1758383 Gyrus
Q1757562 0
Q17565949 Dauphin
Q17565216 Cessna-318
Q17562367 mayenite-supergroup
Q1756060 0
Q1755498 Nzebi-languages
Q1755487 Neonatal-jaundice
Q1755122 Neurodegeneration
Q1754226 Megacolon
Q17538129 scientific-work
Q1752579 0
Q1752325 0
Q17517 mobile-phone
Q1751626 theatre-festival
Q175156 onomastics
Q1751513 0
Q17514 graffiti
Q17512228 galaxy-groups-and-clusters
Q1750998 Edain
Q175089 jade
Q17506035 RQ-1-Predator
Q17506021 AMX-A
Q17505526 RF-5
Q17504654 snack
Q17501970 SA-316B-Alouette-III
Q17501886 AB-212
Q17501717 Typhoon-Block-1
Q1749931 Sarcoma-botryoides
Q17489393 F27M-Troopship
Q17489344 0
Q17489291 0
Q17488292 0
Q174873 cantata
Q17483935 torpedo-recovery-vessel
Q1747785 non-opioid-analgesic
Q17476700 0
Q17449519 0
Q17446615 MiG-15bis
Q1744628 statistical-classification
Q17444731 0
Q17444047 Mirage-5-in-Argentine-service
Q17443506 Mirage-IIIE
Q17443470 0
Q17443132 Mirage-IIID
Q17443073 Mirage-III-in-Argentine-service
Q17439033 0
Q17438146 Mi-25/35
Q17424290 ASP-5N
Q17424271 radar-rangefinder
Q17424253 marker-beacon-receiver
Q17423360 tactical-avionics
Q17423203 aircraft-weather-information-system
Q17422959 Category:Asia-sports-navigational-boxes
Q17422957 Category:Africa-sports-navigational-boxes
Q17422937 aircraft-monitoring-device
Q17422897 aircraft-navigation-device
Q17421658 RAL-color
Q17417556 F-7
Q17417534 MiG-21MF
Q17417533 MiG-21SM
Q17417500 MiG-21S
Q17417447 MiG-21F-13
Q17415885 Su-17M3
Q17415673 Su-17M2
Q17415601 Su-17M
Q17413171 Super-Lynx-300
Q17412539 AW101-Series-400
Q17412508 naval-helicopter
Q17412501 AW101-Series-100
Q17407653 HB355-Esquilo-Bi
Q17407330 HB350-Esquilo
Q17407320 AS350BB-Squirrel
Q1739721 habit
Q173904 radio-direction-finder
Q1738991 characteristic-number
Q1738127 Rolls-Royce-Trent
Q17379825 administrative-territorial-entity-of-Utah
Q17379821 administrative-territorial-entity-of-Nebraska
Q17379818 administrative-territorial-entity-of-North-Carolina
Q17379817 administrative-territorial-entity-of-North-Dakota
Q17379815 administrative-territorial-entity-of-Missouri
Q17374883 Bell-204
Q17374530 Mi-35M
Q17372512 Mi-24D
Q17372506 Mi-24A
Q17372493 0
Q17372455 F-16E/F-Desert-Falcon
Q17371177 F-4J-Phantom-II
Q17370283 target-designator
Q1736906 0
Q17363979 General-Electric-J79-GE-11
Q17362350 planet-of-the-Solar-System
Q17361640 administrative-territorial-entity-of-New-Hampshire
Q17361351 administrative-territorial-entity-of-Arkansas
Q17354877 0
Q1734662 cartographer
Q173462 crime-against-humanity
Q17343829 unincorporated-community
Q173285 0
Q173235 analgesic
Q173167 0
Q173156 digital-electronics
Q17310912 administrative-territorial-entity-of-Dominica
Q17305527 prelature
Q17297182 administrative-territorial-entity-of-the-canton-of-Lucerne
Q17292 fly-killing-device
Q17279557 administrative-territorial-entity-of-the-Dominican-Republic
Q17279032 elected-office
Q17276189 atmospheric-scientist
Q172587 stainless-steel
Q172331 liturgy
Q172145 fluid-mechanics
Q1720989 Kadu-languages
Q17200001 0
Q17198419 fictional-war
Q1719546 Recreational-diving
Q171947 franchising
Q171917 calcite
Q17166766 motor-quadricycle
Q17154125 13-month-calendar
Q17153 amylase
Q17149090 armed-organization
Q1714828 0
Q17147 0
Q17142318 pterygium
Q17142196 0
Q1714174 0
Q171318 kinship
Q1713 citation
Q171251 administrative-law
Q17119302 sugar-candy
Q17119295 stock
Q1710103 Allison-T56
Q1709010 software-engineer
Q170774 0
Q170585 0
Q170571 still-life
Q17053485 Manus-languages
Q17048085 photographic-equipment
Q17047513 Monument-of-Importance
Q170474 0
Q170439 0
Q170412 melody
Q170409 0
Q170404 0
Q170393 illegitimate-child
Q17037161 administrative-territorial-entity-of-Madrid
Q170161 guild
Q17010626 digital-camouflage
Q17008256 0
Q1700214 werzeug
Q170007 supersonic-aircraft
Q169950 wildfire
Q169545 0
Q16952821 Croisilles-languages
Q16948184 tridecahedron
Q16947618 Strategy-(general)
Q169438 CM-170-Magister
Q16905550 cycle-of-frescos
Q16896124 bin
Q16885408 pipeline
Q168817 Algebraic-number
Q16880074 Thuringian-Upper-Saxon-dialect-group
Q16879932 0
Q16875712 0
Q16875637 transverse-flute
Q16861579 plant-disease
Q16831394 mammalogist
Q168210 Internet-forum
Q1681353 0
Q16800723 opinion-article
Q16798237 0
Q16783212 bone-structure
Q167510 0
Q16744001 noble
Q16741111 0
Q16738862 statuette
Q16738832 criminal-case
Q16722960 phenomenon
Q16707842 Member-of-Parliament-in-the-United-Kingdom
Q1667514 MultiCam
Q166542 international-relations
Q1663990 0
Q166376 doping-in-sport
Q1662735 Natural-trumpet
Q166231 0
Q166019 bleeding
Q165950 espionage
Q1658894 illusionist
Q165666 xylophone
Q165632 0
Q16555804 railman
Q165503 0
Q16546751 Cessna-Cargomaster
Q165328 Osteoporosis
Q165194 API
Q1651205 Torpor
Q165005 Franciscan
Q1647794 Breast-cyst
Q164666 plagiarism
Q16466010 association-football-match
Q1646112 J-6
Q1644573 pilgrimage
Q164359 0
Q1641150 Tibetic-languages
Q16390131 cryptologist
Q1638968 ERJ-135
Q1636765 Qiangic-languages
Q163652 Finno-Lappic-languages
Q1635712 Lolo-Burmese-languages
Q163359 local-administrative-unit-in-the-NUTS-system
Q16335117 geophysicist
Q16325725 Destroyer-leader
Q1632297 0
Q16303901 0
Q1630100 art-model
Q16295254 upper-tier-municipality
Q16295132 0
Q1628963 hors-d'oeuvre
Q16267607 classical-philologist
Q16266745 0
Q1626416 homotopy-group
Q16262860 robber
Q162297 0
Q1621786 Highflying-pigeons
Q1620908 historical-region
Q1620824 nuclear-accident
Q1617479 Hiero-6
Q161493 Permic-languages
Q16147634 priest-penitent-privilege
Q16140648 decoration
Q161380 credit-card
Q161240 Finno-Permic-languages
Q161161 tank-destroyer
Q1610085 Landing-Helicopter-Assault
Q1607658 hepatoblastoma
Q160738 role-playing-game
Q160710 read-only-memory
Q16060143 elected-person
Q16058315 combustion-engine
Q160329 convection
Q16017119 collective-pseudonym
Q1601114 maneuver
Q16009147 mayor
Q160066 0
Q16003980 hydrobiologist
Q15990714 MISFET
Q15987267 State's-Attorney
Q15982170 leisure-park
Q15980953 fiction-series
Q15980675 administrative-territorial-entity-of-Jersey
Q15978876 0
Q15978675 higher-doctorate
Q15978610 professional-doctorate
Q15975032 Euclidian-space-transformation
Q15972057 art-material
Q15966540 local-election
Q159579 Excise
Q15944511 association-football-team
Q15943455 broadcast-station
Q15925584 Improper-regular-polygon
Q15921898 Renault-12E
Q15921870 0
Q15921842 Renault-8A
Q15921555 flight
Q15911738 hydroelectric-power-station
Q159067 Tu-134
Q15901049 Piper-T1000
Q15900731 PA-31-350-Navajo-Chieftain
Q15896245 IO-360
Q15894241 assistant-commissioner
Q15890537 Beechcraft-Model-33C-Bonanza
Q15888193 Model-35-Bonanza
Q158852 conductor
Q158688 right-triangle
Q1584402 Harakmbut-languages
Q1584134 mound
Q15838892 King-Air-100
Q15838872 King-Air-C90GT
Q15831596 fictional-class
Q15817877 scheduled-air-service
Q1581750 MT-explosive-motorboat
Q15811980 0
Q1581130 full-rigged-ship
Q15809678 financial-product
Q15809175 Fabronic-languages
Q15795874 character-in-the-Doctor-Who-Universe
Q15792060 archaeological-find
Q157811 virtue
Q1576 cigar
Q157394 fantasy-film
Q15733161 gjerdingenite-series
Q1572600 proclamation
Q1572278 salad-dressing
Q1572196 Collar
Q15720871 0
Q157171 0
Q15712714 biomolecular-structure
